"packet"	"utc"	"src"	"dst"	"sport"	"dport"	"proto"	"flags"	"payload_bytes"	"ip_bytes"	"payload_prefix_hex"
"556"	"2026-08-24T02:17:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40165"	"443"	"tcp"	"2"	"0"	"40"	""
"557"	"2026-08-24T02:17:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40165"	"tcp"	"18"	"0"	"40"	""
"558"	"2026-08-24T02:17:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40165"	"443"	"tcp"	"16"	"0"	"40"	""
"559"	"2026-08-24T02:17:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40165"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f343520485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a46464646464646464646464646464646464646464646464646464646464646464646"
"560"	"2026-08-24T02:17:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40165"	"tcp"	"24"	"2"	"42"	"4f4b"
"561"	"2026-08-24T02:17:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40165"	"443"	"tcp"	"17"	"0"	"40"	""
"562"	"2026-08-24T02:17:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40165"	"tcp"	"17"	"0"	"40"	""
"563"	"2026-08-24T02:17:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40166"	"443"	"tcp"	"2"	"0"	"40"	""
"564"	"2026-08-24T02:17:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40166"	"tcp"	"18"	"0"	"40"	""
"565"	"2026-08-24T02:17:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40166"	"443"	"tcp"	"16"	"0"	"40"	""
"566"	"2026-08-24T02:17:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40166"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f343620485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a47474747474747474747474747474747474747474747474747474747474747474747"
"567"	"2026-08-24T02:17:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40166"	"tcp"	"24"	"2"	"42"	"4f4b"
"568"	"2026-08-24T02:17:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40166"	"443"	"tcp"	"17"	"0"	"40"	""
"569"	"2026-08-24T02:17:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40166"	"tcp"	"17"	"0"	"40"	""
"570"	"2026-08-24T02:17:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40167"	"443"	"tcp"	"2"	"0"	"40"	""
"571"	"2026-08-24T02:17:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40167"	"tcp"	"18"	"0"	"40"	""
"572"	"2026-08-24T02:17:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40167"	"443"	"tcp"	"16"	"0"	"40"	""
"573"	"2026-08-24T02:17:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40167"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f343720485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a48484848484848484848484848484848484848484848484848484848484848484848"
"574"	"2026-08-24T02:17:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40167"	"tcp"	"24"	"2"	"42"	"4f4b"
"575"	"2026-08-24T02:17:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40167"	"443"	"tcp"	"17"	"0"	"40"	""
"576"	"2026-08-24T02:17:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40167"	"tcp"	"17"	"0"	"40"	""
"577"	"2026-08-24T02:18:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40168"	"443"	"tcp"	"2"	"0"	"40"	""
"578"	"2026-08-24T02:18:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40168"	"tcp"	"18"	"0"	"40"	""
"579"	"2026-08-24T02:18:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40168"	"443"	"tcp"	"16"	"0"	"40"	""
"580"	"2026-08-24T02:18:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40168"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f343820485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a49494949494949494949494949494949494949494949494949494949494949494949"
"581"	"2026-08-24T02:18:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40168"	"tcp"	"24"	"2"	"42"	"4f4b"
"582"	"2026-08-24T02:18:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40168"	"443"	"tcp"	"17"	"0"	"40"	""
"583"	"2026-08-24T02:18:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40168"	"tcp"	"17"	"0"	"40"	""
"584"	"2026-08-24T02:18:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40169"	"443"	"tcp"	"2"	"0"	"40"	""
"585"	"2026-08-24T02:18:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40169"	"tcp"	"18"	"0"	"40"	""
"586"	"2026-08-24T02:18:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40169"	"443"	"tcp"	"16"	"0"	"40"	""
"587"	"2026-08-24T02:18:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40169"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f343920485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a"
"588"	"2026-08-24T02:18:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40169"	"tcp"	"24"	"2"	"42"	"4f4b"
"589"	"2026-08-24T02:18:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40169"	"443"	"tcp"	"17"	"0"	"40"	""
"590"	"2026-08-24T02:18:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40169"	"tcp"	"17"	"0"	"40"	""
"591"	"2026-08-24T02:18:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40170"	"443"	"tcp"	"2"	"0"	"40"	""
"592"	"2026-08-24T02:18:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40170"	"tcp"	"18"	"0"	"40"	""
"593"	"2026-08-24T02:18:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40170"	"443"	"tcp"	"16"	"0"	"40"	""
"594"	"2026-08-24T02:18:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40170"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f353020485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b"
"595"	"2026-08-24T02:18:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40170"	"tcp"	"24"	"2"	"42"	"4f4b"
"596"	"2026-08-24T02:18:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40170"	"443"	"tcp"	"17"	"0"	"40"	""
"597"	"2026-08-24T02:18:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40170"	"tcp"	"17"	"0"	"40"	""
"598"	"2026-08-24T02:18:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40171"	"443"	"tcp"	"2"	"0"	"40"	""
"599"	"2026-08-24T02:18:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40171"	"tcp"	"18"	"0"	"40"	""
"600"	"2026-08-24T02:18:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40171"	"443"	"tcp"	"16"	"0"	"40"	""
"601"	"2026-08-24T02:18:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40171"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f353120485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c"
"602"	"2026-08-24T02:18:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40171"	"tcp"	"24"	"2"	"42"	"4f4b"
"603"	"2026-08-24T02:18:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40171"	"443"	"tcp"	"17"	"0"	"40"	""
"604"	"2026-08-24T02:18:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40171"	"tcp"	"17"	"0"	"40"	""
"605"	"2026-08-24T02:18:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40172"	"443"	"tcp"	"2"	"0"	"40"	""
"606"	"2026-08-24T02:18:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40172"	"tcp"	"18"	"0"	"40"	""
"607"	"2026-08-24T02:18:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40172"	"443"	"tcp"	"16"	"0"	"40"	""
"608"	"2026-08-24T02:18:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40172"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f353220485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d"
"609"	"2026-08-24T02:18:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40172"	"tcp"	"24"	"2"	"42"	"4f4b"
"610"	"2026-08-24T02:18:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40172"	"443"	"tcp"	"17"	"0"	"40"	""
"611"	"2026-08-24T02:18:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40172"	"tcp"	"17"	"0"	"40"	""
"612"	"2026-08-24T02:18:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40173"	"443"	"tcp"	"2"	"0"	"40"	""
"613"	"2026-08-24T02:18:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40173"	"tcp"	"18"	"0"	"40"	""
"614"	"2026-08-24T02:18:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40173"	"443"	"tcp"	"16"	"0"	"40"	""
"615"	"2026-08-24T02:18:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40173"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f353320485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e"
"616"	"2026-08-24T02:18:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40173"	"tcp"	"24"	"2"	"42"	"4f4b"
"617"	"2026-08-24T02:18:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40173"	"443"	"tcp"	"17"	"0"	"40"	""
"618"	"2026-08-24T02:18:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40173"	"tcp"	"17"	"0"	"40"	""
"619"	"2026-08-24T02:19:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40174"	"443"	"tcp"	"2"	"0"	"40"	""
"620"	"2026-08-24T02:19:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40174"	"tcp"	"18"	"0"	"40"	""
"621"	"2026-08-24T02:19:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40174"	"443"	"tcp"	"16"	"0"	"40"	""
"622"	"2026-08-24T02:19:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40174"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f353420485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f"
"623"	"2026-08-24T02:19:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40174"	"tcp"	"24"	"2"	"42"	"4f4b"
"624"	"2026-08-24T02:19:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40174"	"443"	"tcp"	"17"	"0"	"40"	""
"625"	"2026-08-24T02:19:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40174"	"tcp"	"17"	"0"	"40"	""
"626"	"2026-08-24T02:19:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40175"	"443"	"tcp"	"2"	"0"	"40"	""
"627"	"2026-08-24T02:19:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40175"	"tcp"	"18"	"0"	"40"	""
"628"	"2026-08-24T02:19:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40175"	"443"	"tcp"	"16"	"0"	"40"	""
"629"	"2026-08-24T02:19:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40175"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f353520485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a50505050505050505050505050505050505050505050505050505050505050505050"
"630"	"2026-08-24T02:19:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40175"	"tcp"	"24"	"2"	"42"	"4f4b"
"631"	"2026-08-24T02:19:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40175"	"443"	"tcp"	"17"	"0"	"40"	""
"632"	"2026-08-24T02:19:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40175"	"tcp"	"17"	"0"	"40"	""
"633"	"2026-08-24T02:19:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40176"	"443"	"tcp"	"2"	"0"	"40"	""
"634"	"2026-08-24T02:19:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40176"	"tcp"	"18"	"0"	"40"	""
"635"	"2026-08-24T02:19:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40176"	"443"	"tcp"	"16"	"0"	"40"	""
"636"	"2026-08-24T02:19:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40176"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f353620485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a51515151515151515151515151515151515151515151515151515151515151515151"
"637"	"2026-08-24T02:19:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40176"	"tcp"	"24"	"2"	"42"	"4f4b"
"638"	"2026-08-24T02:19:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40176"	"443"	"tcp"	"17"	"0"	"40"	""
"639"	"2026-08-24T02:19:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40176"	"tcp"	"17"	"0"	"40"	""
"640"	"2026-08-24T02:19:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40177"	"443"	"tcp"	"2"	"0"	"40"	""
"641"	"2026-08-24T02:19:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40177"	"tcp"	"18"	"0"	"40"	""
"642"	"2026-08-24T02:19:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40177"	"443"	"tcp"	"16"	"0"	"40"	""
"643"	"2026-08-24T02:19:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40177"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f353720485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a52525252525252525252525252525252525252525252525252525252525252525252"
"644"	"2026-08-24T02:19:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40177"	"tcp"	"24"	"2"	"42"	"4f4b"
"645"	"2026-08-24T02:19:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40177"	"443"	"tcp"	"17"	"0"	"40"	""
"646"	"2026-08-24T02:19:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40177"	"tcp"	"17"	"0"	"40"	""
"647"	"2026-08-24T02:19:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40178"	"443"	"tcp"	"2"	"0"	"40"	""
"648"	"2026-08-24T02:19:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40178"	"tcp"	"18"	"0"	"40"	""
"649"	"2026-08-24T02:19:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40178"	"443"	"tcp"	"16"	"0"	"40"	""
"650"	"2026-08-24T02:19:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40178"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f353820485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a53535353535353535353535353535353535353535353535353535353535353535353"
"651"	"2026-08-24T02:19:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40178"	"tcp"	"24"	"2"	"42"	"4f4b"
"652"	"2026-08-24T02:19:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40178"	"443"	"tcp"	"17"	"0"	"40"	""
"653"	"2026-08-24T02:19:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40178"	"tcp"	"17"	"0"	"40"	""
"654"	"2026-08-24T02:19:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40179"	"443"	"tcp"	"2"	"0"	"40"	""
"655"	"2026-08-24T02:19:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40179"	"tcp"	"18"	"0"	"40"	""
"656"	"2026-08-24T02:19:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40179"	"443"	"tcp"	"16"	"0"	"40"	""
"657"	"2026-08-24T02:19:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40179"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f353920485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a54545454545454545454545454545454545454545454545454545454545454545454"
"658"	"2026-08-24T02:19:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40179"	"tcp"	"24"	"2"	"42"	"4f4b"
"659"	"2026-08-24T02:19:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40179"	"443"	"tcp"	"17"	"0"	"40"	""
"660"	"2026-08-24T02:19:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40179"	"tcp"	"17"	"0"	"40"	""
"661"	"2026-08-24T02:20:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40180"	"443"	"tcp"	"2"	"0"	"40"	""
"662"	"2026-08-24T02:20:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40180"	"tcp"	"18"	"0"	"40"	""
"663"	"2026-08-24T02:20:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40180"	"443"	"tcp"	"16"	"0"	"40"	""
"664"	"2026-08-24T02:20:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40180"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f363020485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a41414141414141414141414141414141414141414141414141414141414141414141"
"665"	"2026-08-24T02:20:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40180"	"tcp"	"24"	"2"	"42"	"4f4b"
"666"	"2026-08-24T02:20:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40180"	"443"	"tcp"	"17"	"0"	"40"	""
"667"	"2026-08-24T02:20:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40180"	"tcp"	"17"	"0"	"40"	""
"668"	"2026-08-24T02:20:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40181"	"443"	"tcp"	"2"	"0"	"40"	""
"669"	"2026-08-24T02:20:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40181"	"tcp"	"18"	"0"	"40"	""
"670"	"2026-08-24T02:20:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40181"	"443"	"tcp"	"16"	"0"	"40"	""
"671"	"2026-08-24T02:20:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40181"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f363120485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a42424242424242424242424242424242424242424242424242424242424242424242"
"672"	"2026-08-24T02:20:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40181"	"tcp"	"24"	"2"	"42"	"4f4b"
"673"	"2026-08-24T02:20:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40181"	"443"	"tcp"	"17"	"0"	"40"	""
"674"	"2026-08-24T02:20:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40181"	"tcp"	"17"	"0"	"40"	""
"675"	"2026-08-24T02:20:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40182"	"443"	"tcp"	"2"	"0"	"40"	""
"676"	"2026-08-24T02:20:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40182"	"tcp"	"18"	"0"	"40"	""
"677"	"2026-08-24T02:20:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40182"	"443"	"tcp"	"16"	"0"	"40"	""
"678"	"2026-08-24T02:20:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40182"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f363220485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a43434343434343434343434343434343434343434343434343434343434343434343"
"679"	"2026-08-24T02:20:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40182"	"tcp"	"24"	"2"	"42"	"4f4b"
"680"	"2026-08-24T02:20:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40182"	"443"	"tcp"	"17"	"0"	"40"	""
"681"	"2026-08-24T02:20:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40182"	"tcp"	"17"	"0"	"40"	""
"682"	"2026-08-24T02:20:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40183"	"443"	"tcp"	"2"	"0"	"40"	""
"683"	"2026-08-24T02:20:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40183"	"tcp"	"18"	"0"	"40"	""
"684"	"2026-08-24T02:20:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40183"	"443"	"tcp"	"16"	"0"	"40"	""
"685"	"2026-08-24T02:20:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40183"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f363320485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a44444444444444444444444444444444444444444444444444444444444444444444"
"686"	"2026-08-24T02:20:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40183"	"tcp"	"24"	"2"	"42"	"4f4b"
"687"	"2026-08-24T02:20:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40183"	"443"	"tcp"	"17"	"0"	"40"	""
"688"	"2026-08-24T02:20:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40183"	"tcp"	"17"	"0"	"40"	""
"689"	"2026-08-24T02:20:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40184"	"443"	"tcp"	"2"	"0"	"40"	""
"690"	"2026-08-24T02:20:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40184"	"tcp"	"18"	"0"	"40"	""
"691"	"2026-08-24T02:20:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40184"	"443"	"tcp"	"16"	"0"	"40"	""
"692"	"2026-08-24T02:20:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40184"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f363420485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a45454545454545454545454545454545454545454545454545454545454545454545"
"693"	"2026-08-24T02:20:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40184"	"tcp"	"24"	"2"	"42"	"4f4b"
"694"	"2026-08-24T02:20:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40184"	"443"	"tcp"	"17"	"0"	"40"	""
"695"	"2026-08-24T02:20:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40184"	"tcp"	"17"	"0"	"40"	""
"696"	"2026-08-24T02:20:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40185"	"443"	"tcp"	"2"	"0"	"40"	""
"697"	"2026-08-24T02:20:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40185"	"tcp"	"18"	"0"	"40"	""
"698"	"2026-08-24T02:20:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40185"	"443"	"tcp"	"16"	"0"	"40"	""
"699"	"2026-08-24T02:20:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40185"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f363520485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a46464646464646464646464646464646464646464646464646464646464646464646"
"700"	"2026-08-24T02:20:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40185"	"tcp"	"24"	"2"	"42"	"4f4b"
"701"	"2026-08-24T02:20:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40185"	"443"	"tcp"	"17"	"0"	"40"	""
"702"	"2026-08-24T02:20:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40185"	"tcp"	"17"	"0"	"40"	""
"703"	"2026-08-24T02:21:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40186"	"443"	"tcp"	"2"	"0"	"40"	""
"704"	"2026-08-24T02:21:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40186"	"tcp"	"18"	"0"	"40"	""
