"conn_line"	"phase"	"originator"	"originator_port"	"responder"	"responder_port"	"protocol"	"start_epoch"	"last_epoch"	"start_utc"	"last_packet_utc"	"first_packet"	"last_packet"	"out_payload_bytes"	"in_payload_bytes"	"out_ip_bytes"	"in_ip_bytes"	"out_packets"	"in_packets"
"203"	"http_upload"	"10.70.0.66"	"40202"	"203.0.113.66"	"443"	"tcp"	"1787538220.0"	"1787538220.006"	"2026-08-24T02:23:40+00:00"	"2026-08-24T02:23:40.006000+00:00"	"815"	"821"	"50086"	"2"	"50246"	"122"	"4"	"3"
"204"	"http_upload"	"10.70.0.66"	"40203"	"203.0.113.66"	"443"	"tcp"	"1787538230.0"	"1787538230.006"	"2026-08-24T02:23:50+00:00"	"2026-08-24T02:23:50.006000+00:00"	"822"	"828"	"50086"	"2"	"50246"	"122"	"4"	"3"
"205"	"http_upload"	"10.70.0.66"	"40204"	"203.0.113.66"	"443"	"tcp"	"1787538240.0"	"1787538240.006"	"2026-08-24T02:24:00+00:00"	"2026-08-24T02:24:00.006000+00:00"	"829"	"835"	"50086"	"2"	"50246"	"122"	"4"	"3"
"206"	"http_upload"	"10.70.0.66"	"40205"	"203.0.113.66"	"443"	"tcp"	"1787538250.0"	"1787538250.006"	"2026-08-24T02:24:10+00:00"	"2026-08-24T02:24:10.006000+00:00"	"836"	"842"	"50086"	"2"	"50246"	"122"	"4"	"3"
"207"	"http_upload"	"10.70.0.66"	"40206"	"203.0.113.66"	"443"	"tcp"	"1787538260.0"	"1787538260.006"	"2026-08-24T02:24:20+00:00"	"2026-08-24T02:24:20.006000+00:00"	"843"	"849"	"50086"	"2"	"50246"	"122"	"4"	"3"
"208"	"http_upload"	"10.70.0.66"	"40207"	"203.0.113.66"	"443"	"tcp"	"1787538270.0"	"1787538270.006"	"2026-08-24T02:24:30+00:00"	"2026-08-24T02:24:30.006000+00:00"	"850"	"856"	"50086"	"2"	"50246"	"122"	"4"	"3"
"209"	"http_upload"	"10.70.0.66"	"40208"	"203.0.113.66"	"443"	"tcp"	"1787538280.0"	"1787538280.006"	"2026-08-24T02:24:40+00:00"	"2026-08-24T02:24:40.006000+00:00"	"857"	"863"	"50086"	"2"	"50246"	"122"	"4"	"3"
"210"	"http_upload"	"10.70.0.66"	"40209"	"203.0.113.66"	"443"	"tcp"	"1787538290.0"	"1787538290.006"	"2026-08-24T02:24:50+00:00"	"2026-08-24T02:24:50.006000+00:00"	"864"	"870"	"50086"	"2"	"50246"	"122"	"4"	"3"
"211"	"http_upload"	"10.70.0.66"	"40210"	"203.0.113.66"	"443"	"tcp"	"1787538300.0"	"1787538300.006"	"2026-08-24T02:25:00+00:00"	"2026-08-24T02:25:00.006000+00:00"	"871"	"877"	"50086"	"2"	"50246"	"122"	"4"	"3"
"212"	"http_upload"	"10.70.0.66"	"40211"	"203.0.113.66"	"443"	"tcp"	"1787538310.0"	"1787538310.006"	"2026-08-24T02:25:10+00:00"	"2026-08-24T02:25:10.006000+00:00"	"878"	"884"	"50086"	"2"	"50246"	"122"	"4"	"3"
"213"	"http_upload"	"10.70.0.66"	"40212"	"203.0.113.66"	"443"	"tcp"	"1787538320.0"	"1787538320.006"	"2026-08-24T02:25:20+00:00"	"2026-08-24T02:25:20.006000+00:00"	"885"	"891"	"50086"	"2"	"50246"	"122"	"4"	"3"
"214"	"http_upload"	"10.70.0.66"	"40213"	"203.0.113.66"	"443"	"tcp"	"1787538330.0"	"1787538330.006"	"2026-08-24T02:25:30+00:00"	"2026-08-24T02:25:30.006000+00:00"	"892"	"898"	"50086"	"2"	"50246"	"122"	"4"	"3"
"215"	"http_upload"	"10.70.0.66"	"40214"	"203.0.113.66"	"443"	"tcp"	"1787538340.0"	"1787538340.006"	"2026-08-24T02:25:40+00:00"	"2026-08-24T02:25:40.006000+00:00"	"899"	"905"	"50086"	"2"	"50246"	"122"	"4"	"3"
"216"	"http_upload"	"10.70.0.66"	"40215"	"203.0.113.66"	"443"	"tcp"	"1787538350.0"	"1787538350.006"	"2026-08-24T02:25:50+00:00"	"2026-08-24T02:25:50.006000+00:00"	"906"	"912"	"50086"	"2"	"50246"	"122"	"4"	"3"
"217"	"http_upload"	"10.70.0.66"	"40216"	"203.0.113.66"	"443"	"tcp"	"1787538360.0"	"1787538360.006"	"2026-08-24T02:26:00+00:00"	"2026-08-24T02:26:00.006000+00:00"	"913"	"919"	"50086"	"2"	"50246"	"122"	"4"	"3"
"218"	"http_upload"	"10.70.0.66"	"40217"	"203.0.113.66"	"443"	"tcp"	"1787538370.0"	"1787538370.006"	"2026-08-24T02:26:10+00:00"	"2026-08-24T02:26:10.006000+00:00"	"920"	"926"	"50086"	"2"	"50246"	"122"	"4"	"3"
"219"	"http_upload"	"10.70.0.66"	"40218"	"203.0.113.66"	"443"	"tcp"	"1787538380.0"	"1787538380.006"	"2026-08-24T02:26:20+00:00"	"2026-08-24T02:26:20.006000+00:00"	"927"	"933"	"50086"	"2"	"50246"	"122"	"4"	"3"
"220"	"http_upload"	"10.70.0.66"	"40219"	"203.0.113.66"	"443"	"tcp"	"1787538390.0"	"1787538390.006"	"2026-08-24T02:26:30+00:00"	"2026-08-24T02:26:30.006000+00:00"	"934"	"940"	"50086"	"2"	"50246"	"122"	"4"	"3"
"221"	"http_upload"	"10.70.0.66"	"40220"	"203.0.113.66"	"443"	"tcp"	"1787538400.0"	"1787538400.006"	"2026-08-24T02:26:40+00:00"	"2026-08-24T02:26:40.006000+00:00"	"941"	"947"	"50087"	"2"	"50247"	"122"	"4"	"3"
"222"	"http_upload"	"10.70.0.66"	"40221"	"203.0.113.66"	"443"	"tcp"	"1787538410.0"	"1787538410.006"	"2026-08-24T02:26:50+00:00"	"2026-08-24T02:26:50.006000+00:00"	"948"	"954"	"50087"	"2"	"50247"	"122"	"4"	"3"
"223"	"http_upload"	"10.70.0.66"	"40222"	"203.0.113.66"	"443"	"tcp"	"1787538420.0"	"1787538420.006"	"2026-08-24T02:27:00+00:00"	"2026-08-24T02:27:00.006000+00:00"	"955"	"961"	"50087"	"2"	"50247"	"122"	"4"	"3"
"224"	"http_upload"	"10.70.0.66"	"40223"	"203.0.113.66"	"443"	"tcp"	"1787538430.0"	"1787538430.006"	"2026-08-24T02:27:10+00:00"	"2026-08-24T02:27:10.006000+00:00"	"962"	"968"	"50087"	"2"	"50247"	"122"	"4"	"3"
"225"	"http_upload"	"10.70.0.66"	"40224"	"203.0.113.66"	"443"	"tcp"	"1787538440.0"	"1787538440.006"	"2026-08-24T02:27:20+00:00"	"2026-08-24T02:27:20.006000+00:00"	"969"	"975"	"50087"	"2"	"50247"	"122"	"4"	"3"
"226"	"http_upload"	"10.70.0.66"	"40225"	"203.0.113.66"	"443"	"tcp"	"1787538450.0"	"1787538450.006"	"2026-08-24T02:27:30+00:00"	"2026-08-24T02:27:30.006000+00:00"	"976"	"982"	"50087"	"2"	"50247"	"122"	"4"	"3"
"227"	"http_upload"	"10.70.0.66"	"40226"	"203.0.113.66"	"443"	"tcp"	"1787538460.0"	"1787538460.006"	"2026-08-24T02:27:40+00:00"	"2026-08-24T02:27:40.006000+00:00"	"983"	"989"	"50087"	"2"	"50247"	"122"	"4"	"3"
"228"	"http_upload"	"10.70.0.66"	"40227"	"203.0.113.66"	"443"	"tcp"	"1787538470.0"	"1787538470.006"	"2026-08-24T02:27:50+00:00"	"2026-08-24T02:27:50.006000+00:00"	"990"	"996"	"50087"	"2"	"50247"	"122"	"4"	"3"
"229"	"http_upload"	"10.70.0.66"	"40228"	"203.0.113.66"	"443"	"tcp"	"1787538480.0"	"1787538480.006"	"2026-08-24T02:28:00+00:00"	"2026-08-24T02:28:00.006000+00:00"	"997"	"1003"	"50087"	"2"	"50247"	"122"	"4"	"3"
"230"	"http_upload"	"10.70.0.66"	"40229"	"203.0.113.66"	"443"	"tcp"	"1787538490.0"	"1787538490.006"	"2026-08-24T02:28:10+00:00"	"2026-08-24T02:28:10.006000+00:00"	"1004"	"1010"	"50087"	"2"	"50247"	"122"	"4"	"3"
"231"	"http_upload"	"10.70.0.66"	"40230"	"203.0.113.66"	"443"	"tcp"	"1787538500.0"	"1787538500.006"	"2026-08-24T02:28:20+00:00"	"2026-08-24T02:28:20.006000+00:00"	"1011"	"1017"	"50087"	"2"	"50247"	"122"	"4"	"3"
"232"	"http_upload"	"10.70.0.66"	"40231"	"203.0.113.66"	"443"	"tcp"	"1787538510.0"	"1787538510.006"	"2026-08-24T02:28:30+00:00"	"2026-08-24T02:28:30.006000+00:00"	"1018"	"1024"	"50087"	"2"	"50247"	"122"	"4"	"3"
"233"	"http_upload"	"10.70.0.66"	"40232"	"203.0.113.66"	"443"	"tcp"	"1787538520.0"	"1787538520.006"	"2026-08-24T02:28:40+00:00"	"2026-08-24T02:28:40.006000+00:00"	"1025"	"1031"	"50087"	"2"	"50247"	"122"	"4"	"3"
"234"	"http_upload"	"10.70.0.66"	"40233"	"203.0.113.66"	"443"	"tcp"	"1787538530.0"	"1787538530.006"	"2026-08-24T02:28:50+00:00"	"2026-08-24T02:28:50.006000+00:00"	"1032"	"1038"	"50087"	"2"	"50247"	"122"	"4"	"3"
"235"	"http_upload"	"10.70.0.66"	"40234"	"203.0.113.66"	"443"	"tcp"	"1787538540.0"	"1787538540.006"	"2026-08-24T02:29:00+00:00"	"2026-08-24T02:29:00.006000+00:00"	"1039"	"1045"	"50087"	"2"	"50247"	"122"	"4"	"3"
"236"	"http_upload"	"10.70.0.66"	"40235"	"203.0.113.66"	"443"	"tcp"	"1787538550.0"	"1787538550.006"	"2026-08-24T02:29:10+00:00"	"2026-08-24T02:29:10.006000+00:00"	"1046"	"1052"	"50087"	"2"	"50247"	"122"	"4"	"3"
"237"	"http_upload"	"10.70.0.66"	"40236"	"203.0.113.66"	"443"	"tcp"	"1787538560.0"	"1787538560.006"	"2026-08-24T02:29:20+00:00"	"2026-08-24T02:29:20.006000+00:00"	"1053"	"1059"	"50087"	"2"	"50247"	"122"	"4"	"3"
"238"	"http_upload"	"10.70.0.66"	"40237"	"203.0.113.66"	"443"	"tcp"	"1787538570.0"	"1787538570.006"	"2026-08-24T02:29:30+00:00"	"2026-08-24T02:29:30.006000+00:00"	"1060"	"1066"	"50087"	"2"	"50247"	"122"	"4"	"3"
"239"	"http_upload"	"10.70.0.66"	"40238"	"203.0.113.66"	"443"	"tcp"	"1787538580.0"	"1787538580.006"	"2026-08-24T02:29:40+00:00"	"2026-08-24T02:29:40.006000+00:00"	"1067"	"1073"	"50087"	"2"	"50247"	"122"	"4"	"3"
"240"	"http_upload"	"10.70.0.66"	"40239"	"203.0.113.66"	"443"	"tcp"	"1787538590.0"	"1787538590.006"	"2026-08-24T02:29:50+00:00"	"2026-08-24T02:29:50.006000+00:00"	"1074"	"1080"	"50087"	"2"	"50247"	"122"	"4"	"3"
"241"	"other_tcp"	"10.70.0.66"	"40240"	"10.70.1.1"	"22"	"tcp"	"1787539200.0"	"1787539200.006"	"2026-08-24T02:40:00+00:00"	"2026-08-24T02:40:00.006000+00:00"	"1081"	"1087"	"35"	"2"	"195"	"122"	"4"	"3"
"242"	"other_tcp"	"10.70.0.66"	"40241"	"10.70.1.2"	"445"	"tcp"	"1787539210.0"	"1787539210.006"	"2026-08-24T02:40:10+00:00"	"2026-08-24T02:40:10.006000+00:00"	"1088"	"1094"	"35"	"2"	"195"	"122"	"4"	"3"
"243"	"other_tcp"	"10.70.0.66"	"40242"	"10.70.1.3"	"3389"	"tcp"	"1787539220.0"	"1787539220.006"	"2026-08-24T02:40:20+00:00"	"2026-08-24T02:40:20.006000+00:00"	"1095"	"1101"	"35"	"2"	"195"	"122"	"4"	"3"
"244"	"other_tcp"	"10.70.0.66"	"40243"	"10.70.1.4"	"22"	"tcp"	"1787539230.0"	"1787539230.006"	"2026-08-24T02:40:30+00:00"	"2026-08-24T02:40:30.006000+00:00"	"1102"	"1108"	"35"	"2"	"195"	"122"	"4"	"3"
"245"	"other_tcp"	"10.70.0.66"	"40244"	"10.70.1.5"	"445"	"tcp"	"1787539240.0"	"1787539240.006"	"2026-08-24T02:40:40+00:00"	"2026-08-24T02:40:40.006000+00:00"	"1109"	"1115"	"35"	"2"	"195"	"122"	"4"	"3"
"246"	"other_tcp"	"10.70.0.66"	"40245"	"10.70.1.6"	"3389"	"tcp"	"1787539250.0"	"1787539250.006"	"2026-08-24T02:40:50+00:00"	"2026-08-24T02:40:50.006000+00:00"	"1116"	"1122"	"35"	"2"	"195"	"122"	"4"	"3"
"247"	"other_tcp"	"10.70.0.66"	"40246"	"10.70.1.7"	"22"	"tcp"	"1787539260.0"	"1787539260.006"	"2026-08-24T02:41:00+00:00"	"2026-08-24T02:41:00.006000+00:00"	"1123"	"1129"	"35"	"2"	"195"	"122"	"4"	"3"
"248"	"other_tcp"	"10.70.0.66"	"40247"	"10.70.1.8"	"445"	"tcp"	"1787539270.0"	"1787539270.006"	"2026-08-24T02:41:10+00:00"	"2026-08-24T02:41:10.006000+00:00"	"1130"	"1136"	"35"	"2"	"195"	"122"	"4"	"3"
"249"	"other_tcp"	"10.70.0.66"	"40248"	"10.70.1.9"	"3389"	"tcp"	"1787539280.0"	"1787539280.006"	"2026-08-24T02:41:20+00:00"	"2026-08-24T02:41:20.006000+00:00"	"1137"	"1143"	"35"	"2"	"195"	"122"	"4"	"3"
"250"	"other_tcp"	"10.70.0.66"	"40249"	"10.70.1.10"	"22"	"tcp"	"1787539290.0"	"1787539290.006"	"2026-08-24T02:41:30+00:00"	"2026-08-24T02:41:30.006000+00:00"	"1144"	"1150"	"35"	"2"	"195"	"122"	"4"	"3"
"251"	"other_tcp"	"10.70.0.66"	"40250"	"10.70.1.11"	"445"	"tcp"	"1787539300.0"	"1787539300.006"	"2026-08-24T02:41:40+00:00"	"2026-08-24T02:41:40.006000+00:00"	"1151"	"1157"	"35"	"2"	"195"	"122"	"4"	"3"
"252"	"other_tcp"	"10.70.0.66"	"40251"	"10.70.1.12"	"3389"	"tcp"	"1787539310.0"	"1787539310.006"	"2026-08-24T02:41:50+00:00"	"2026-08-24T02:41:50.006000+00:00"	"1158"	"1164"	"35"	"2"	"195"	"122"	"4"	"3"
"253"	"other_tcp"	"10.70.0.66"	"40252"	"10.70.1.13"	"22"	"tcp"	"1787539320.0"	"1787539320.006"	"2026-08-24T02:42:00+00:00"	"2026-08-24T02:42:00.006000+00:00"	"1165"	"1171"	"35"	"2"	"195"	"122"	"4"	"3"
"254"	"other_tcp"	"10.70.0.66"	"40253"	"10.70.1.14"	"445"	"tcp"	"1787539330.0"	"1787539330.006"	"2026-08-24T02:42:10+00:00"	"2026-08-24T02:42:10.006000+00:00"	"1172"	"1178"	"35"	"2"	"195"	"122"	"4"	"3"
"255"	"other_tcp"	"10.70.0.66"	"40254"	"10.70.1.15"	"3389"	"tcp"	"1787539340.0"	"1787539340.006"	"2026-08-24T02:42:20+00:00"	"2026-08-24T02:42:20.006000+00:00"	"1179"	"1185"	"35"	"2"	"195"	"122"	"4"	"3"
"256"	"other_tcp"	"10.70.0.66"	"40255"	"10.70.1.16"	"22"	"tcp"	"1787539350.0"	"1787539350.006"	"2026-08-24T02:42:30+00:00"	"2026-08-24T02:42:30.006000+00:00"	"1186"	"1192"	"35"	"2"	"195"	"122"	"4"	"3"
"257"	"other_tcp"	"10.70.0.66"	"40256"	"10.70.1.17"	"445"	"tcp"	"1787539360.0"	"1787539360.006"	"2026-08-24T02:42:40+00:00"	"2026-08-24T02:42:40.006000+00:00"	"1193"	"1199"	"35"	"2"	"195"	"122"	"4"	"3"
"258"	"other_tcp"	"10.70.0.66"	"40257"	"10.70.1.18"	"3389"	"tcp"	"1787539370.0"	"1787539370.006"	"2026-08-24T02:42:50+00:00"	"2026-08-24T02:42:50.006000+00:00"	"1200"	"1206"	"35"	"2"	"195"	"122"	"4"	"3"
"259"	"other_tcp"	"10.70.0.66"	"40258"	"10.70.1.19"	"22"	"tcp"	"1787539380.0"	"1787539380.006"	"2026-08-24T02:43:00+00:00"	"2026-08-24T02:43:00.006000+00:00"	"1207"	"1213"	"35"	"2"	"195"	"122"	"4"	"3"
"260"	"other_tcp"	"10.70.0.66"	"40259"	"10.70.1.20"	"445"	"tcp"	"1787539390.0"	"1787539390.006"	"2026-08-24T02:43:10+00:00"	"2026-08-24T02:43:10.006000+00:00"	"1214"	"1220"	"35"	"2"	"195"	"122"	"4"	"3"
"261"	"other_tcp"	"10.70.0.66"	"40260"	"10.70.1.21"	"3389"	"tcp"	"1787539400.0"	"1787539400.006"	"2026-08-24T02:43:20+00:00"	"2026-08-24T02:43:20.006000+00:00"	"1221"	"1227"	"35"	"2"	"195"	"122"	"4"	"3"
"262"	"other_tcp"	"10.70.0.66"	"40261"	"10.70.1.22"	"22"	"tcp"	"1787539410.0"	"1787539410.006"	"2026-08-24T02:43:30+00:00"	"2026-08-24T02:43:30.006000+00:00"	"1228"	"1234"	"35"	"2"	"195"	"122"	"4"	"3"
"263"	"other_tcp"	"10.70.0.66"	"40262"	"10.70.1.23"	"445"	"tcp"	"1787539420.0"	"1787539420.006"	"2026-08-24T02:43:40+00:00"	"2026-08-24T02:43:40.006000+00:00"	"1235"	"1241"	"35"	"2"	"195"	"122"	"4"	"3"
"264"	"other_tcp"	"10.70.0.66"	"40263"	"10.70.1.24"	"3389"	"tcp"	"1787539430.0"	"1787539430.006"	"2026-08-24T02:43:50+00:00"	"2026-08-24T02:43:50.006000+00:00"	"1242"	"1248"	"35"	"2"	"195"	"122"	"4"	"3"
"265"	"other_tcp"	"10.70.0.66"	"40264"	"10.70.1.25"	"22"	"tcp"	"1787539440.0"	"1787539440.006"	"2026-08-24T02:44:00+00:00"	"2026-08-24T02:44:00.006000+00:00"	"1249"	"1255"	"35"	"2"	"195"	"122"	"4"	"3"
